"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"Farquharson Reef (No 1) (17-063a)","17-063a","Manta Tow",2024,2023,NA,"IN",9,NA,NA,NA,NA,10.9,7.8,-3.1,-44.9,44.9,3.1,0.64,7.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wardle Reef (17-032)","17-032","Manta Tow",2017,2016,"2016/2017","IN",9,"b",NA,"Bleaching",NA,17.2,11.6,-5.6,-44.1,44.1,5.6,4.25,62.2,28.04,26.71,0,0.22,1.87,0.53,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Arlington Reef (16-064)","16-064","Manta Tow",2018,2017,"2016/2017","CA",9,"b",NA,"2016/17 summer bleaching",NA,15.7,9.5,-6.1,-43.8,43.8,6.1,10.9,32.8,19.93,27.49,0,0.22,1.57,0.73,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Daydream Reef (No 1) (20-035a)","20-035a","MMP Inshore",2023,2023,NA,"WH",2,NA,NA,NA,NA,1.2,1.5,0.4,-43.6,43.6,0,0.3,40.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Daydream Reef (No 1) (20-035a)","20-035a","MMP Inshore",2021,2021,NA,"WH",5,NA,NA,NA,NA,2.8,3.1,0.3,-43.5,43.5,0,0,0,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Credlin Reefs (East) (20-287)","20-287","Manta Tow",2023,2022,"2020/2022","PO",9,NA,NA,NA,NA,14.3,13,-1.4,-42.7,42.7,1.4,6.51,39.4,12.76,25.97,9.42,0.48,2.12,0.62,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Snapper Reef (16-006)","16-006","MMP Inshore",2017,2017,"2016/2017","CA",5,"b",NA,NA,NA,21.9,14.6,-7.3,-42.6,42.6,7.3,11.65,5,6.25,27.29,0,0.19,1.89,0.84,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Corbett Reef (14-016)","14-016","Manta Tow",2025,2024,"2024","PB",9,"b",NA,"Aerial bl 3 2024 DHW 6.82",NA,32.5,18.8,-13.6,-42.5,42.5,13.6,7.49,29.9,14.27,27.08,6.41,0.23,1.91,0.81,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Wheeler Reef (18-095)","18-095","Manta Tow",1999,1998,"1998/2002","TO",9,NA,NA,NA,NA,44.9,26.7,-18.2,-42.5,42.5,18.2,2.44,62,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Wardle Reef (17-032)","17-032","Manta Tow",1999,1998,"1998/2002","IN",9,NA,NA,NA,NA,20,13.3,-6.8,-42.5,42.5,6.8,1.44,64.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pandora Reef (18-051)","18-051","MMP Inshore",2017,2017,"2016/2017","TO",2,"b",NA,NA,NA,5.2,4.8,-0.4,-42.5,42.5,0.4,8.52,20.5,14.85,26.86,0,0.14,2.41,0.64,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2017,2017,"2016/2017","IN",2,"b",NA,NA,NA,9.9,7.7,-2.2,-42.3,42.3,2.2,7.35,14.8,14.27,26.99,0,0.23,2.18,0.71,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Low Islands Reef (16-028)","16-028","Manta Tow",2025,2024,"2024","CA",9,"m","Jasper","Jasper",NA,51.1,29.8,-21.3,-42.2,42.2,21.3,6.42,7.4,10.43,26.82,11.54,0.13,2.13,0.8,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Tobias Spit (17-009a)","17-009a","MMP Inshore",2023,2023,NA,"IN",5,"m",NA,"possible storm from gale-force winds, jumbled corals",NA,26.3,16.2,-10.1,-41.9,41.9,10.1,0.3,21.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (19-138)","19-138","Manta Tow",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching event in 2002",NA,22.3,15.1,-7.2,-41.7,41.7,7.2,2.74,21.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Linnet Reef (14-126)","14-126","LTMP Benthic",2025,2024,"2024","CL",9,"b",NA,"DHW 6.73",NA,31.7,18.6,-13.1,-41.6,41.6,13.1,6.73,63.4,8.16,26.84,10.06,0.17,1.95,0.79,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (22-088a)","22-088a","Manta Tow",2025,2024,"2024","SW",9,NA,NA,NA,NA,29.3,19.4,-10,-41.2,41.2,10,7.58,25.1,14.85,25.55,6.08,0.27,1.86,0.55,37,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Pine Island Reef (20-061)","20-061","MMP Inshore",2018,2018,NA,"WH",2,NA,NA,NA,NA,11.5,9.4,-2.2,-41,41,2.2,0,11.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Martin Reef (14-123)","14-123","LTMP Benthic",2025,2024,"2024","CL",9,"b",NA,"no decline",NA,21,13.2,-7.7,-40.9,40.9,7.7,6.4,58.4,8.74,26.9,9.56,0.17,1.88,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Turner Reef (21-562)","21-562","Manta Tow",2025,2024,"2024","SW",9,NA,NA,NA,NA,21.2,14.5,-6.7,-40.8,40.8,6.7,9.27,12.8,12.01,25.64,6,0.31,1.77,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Gannett Cay Reef (21-556)","21-556","LTMP Benthic",2003,2002,"1998/2002","SW",9,NA,NA,NA,NA,3.7,4,0.3,-40.8,40.8,0,4.2,7.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Mackay Reef (16-015)","16-015","Manta Tow",2003,2002,"1998/2002","CA",9,NA,NA,NA,NA,21.9,14.6,-7.3,-40,40,7.3,1.54,45.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Middle (Ba-la-ba) Island Reef (23-010)","23-010","MMP Inshore",2021,2021,NA,"CB",2,"b",NA,"bleaching at time of previous survey",NA,34.1,21.2,-12.9,-39.9,39.9,12.9,0,85.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Double Cone Reef (20-024)","20-024","MMP Inshore",2021,2021,NA,"WH",5,NA,NA,NA,NA,18.5,13.7,-4.9,-39.8,39.8,4.9,0,0,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (19-131a)","19-131a","Manta Tow",1999,1998,"1998/2002","WH",9,"b",NA,"Bleaching",NA,17.7,13.2,-4.5,-39.4,39.4,4.5,0.65,5.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"East Cay Reef (21-305)","21-305","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.67",NA,31.4,22.6,-8.7,-39.3,39.3,8.7,7.67,21.7,16.68,25.88,0,0.29,1.71,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Fairfax Islands Reef (23-081)","23-081","LTMP Benthic",2018,2017,"2016/2017","CB",9,NA,NA,NA,NA,20.8,20.7,-0.1,-39.3,39.3,0.1,3.48,84.7,16.97,24.88,6.03,0.31,2.06,0.57,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pine Island Reef (20-061)","20-061","MMP Inshore",2023,2023,NA,"WH",2,NA,NA,NA,NA,6.5,6.3,-0.2,-38.9,38.9,0.2,0.29,9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Penrith Reef (21-025)","21-025","Manta Tow",2025,2024,"2024","PO",9,NA,NA,NA,NA,36.4,21.1,-15.3,-38.6,38.6,15.3,8.25,2.5,8.17,25.77,7.52,0.37,2.22,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Agincourt Reefs (No 1) (15-099c)","15-099c","Manta Tow",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality-decline in HC and SC",NA,18.3,13.3,-5,-38.5,38.5,5,6.89,30.5,15.15,26.74,0,0.29,1.74,0.61,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Grub Reef (18-077)","18-077","Manta Tow",2018,2017,"2016/2017","TO",9,"b",NA,"DHW 2017>4",NA,11.4,9.8,-1.7,-38.5,38.5,1.7,5.55,10.4,16.67,27.17,6.87,0.31,1.61,0.59,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"St Crispin Reef (16-019)","16-019","LTMP Benthic",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC and particularly SC.  2015/16 summer bleaching, COTS removal-69",NA,20.8,14,-6.8,-38.4,38.4,6.8,5.82,26.9,25.65,26.7,0,0.28,1.79,0.61,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Fitzroy Island Reef (No 1) (16-054a)","16-054a","LTMP Benthic",2003,2002,"1998/2002","CA",9,NA,NA,NA,NA,8.2,6.9,-1.3,-38.4,38.4,1.3,1.38,1.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Gannett Cay Reef (21-556)","21-556","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"DHW 8.47",NA,7,6.9,-0.1,-38.1,38.1,0.1,8.47,1.6,13.68,25.46,6.8,0.38,1.85,0.56,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"MacGillivray Reef (14-114)","14-114","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 6.03",NA,46.5,28.4,-18.1,-38.1,38.1,18.1,5.93,22.2,16.52,27.12,8.66,0.22,1.66,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"John Brewer Reef (18-075)","18-075","Manta Tow",2024,2024,"2024","TO",9,"m","Kirrily","Cyclone Kirrily",NA,23.4,17.3,-6.1,-37.8,37.8,6.1,5.79,26.5,15.21,26.69,0,0.2,1.85,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Rebe Reef (19-209)","19-209","LTMP Benthic",2025,2024,"2024","WH",9,"b",NA,"Aerial bl 4",NA,34.4,21.7,-12.7,-37.5,37.5,12.7,11.14,64,11.93,26.46,6.85,0.55,1.56,0.62,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Thetford Reef (16-068)","16-068","Manta Tow",2018,2017,"2016/2017","CA",9,"b",NA,"declines in HC and SC",NA,19,13.5,-5.6,-37.2,37.2,5.6,10.88,47.8,23.01,27.47,0,0.25,1.55,0.72,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"East Cay Reef (21-305)","21-305","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.67",NA,17.7,14.6,-3.1,-37,37,3.1,7.67,20.9,16.68,25.88,0,0.29,1.71,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Lady Musgrave Reef (23-082a)","23-082a","Manta Tow",2025,2024,"2024","CB",9,"m",NA,"Aerial bl 4 2024 DHW 11.42",NA,63.2,39.3,-23.9,-36.7,36.7,23.9,11.12,94.7,30.28,24.91,6.29,0.34,1.99,0.57,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b)","23-004b","MMP Inshore",2025,2024,"2024","CB",5,"b",NA,"further decline as a result of bleaching in 2024",NA,20,15.2,-4.8,-36.7,36.7,4.8,12.41,81.7,9.36,24.39,9.4,0.18,2.68,0.52,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (13-124)","13-124","Manta Tow",2025,2024,"2024","PB",9,"b",NA,"DHW 7.65",NA,39.4,24.3,-15.1,-36.6,36.6,15.1,7.65,17.7,14.74,27.12,6.23,0.23,1.82,0.8,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Wreck Island Reef (23-051)","23-051","Manta Tow",2025,2024,"2024","CB",9,"m",NA,"Aerial bl 5 2024  DHW 11.64",NA,57.9,36.4,-21.4,-36.4,36.4,21.4,11.64,98,9.46,24.9,6.48,0.39,1.98,0.55,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Magnetic Island Reef (No 2) (19-009c)","19-009c","MMP Inshore",2024,2024,"2024","TO",2,"b",NA,"partial bleaching at time of surveys",NA,27,17.5,-9.5,-36.2,36.2,9.5,9.07,18.3,14.27,26.28,10.27,0.12,2.64,0.68,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"North Direction Reef (14-143)","14-143","LTMP Benthic",2025,2024,"2024","CL",9,"b",NA,"decline in hc and sc",NA,17.6,12.7,-4.9,-36.1,36.1,4.9,6.23,43.7,14.27,27.16,6.57,0.25,1.64,0.77,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Fairfax Islands Reef (23-081)","23-081","Manta Tow",2025,2024,"2024","CB",9,"b",NA,"Aerial bl 4 2024 DHW 11.46 2024",NA,65,40.7,-24.3,-35.9,35.9,24.3,11.26,84.2,15.97,24.97,6.03,0.34,1.96,0.57,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Middle (Ba-la-ba) Island Reef (23-010)","23-010","MMP Inshore",2025,2024,"2024","CB",5,"b",NA,"further decline as a result of bleaching in 2024",NA,12.3,8.8,-3.6,-35.9,35.9,3.6,12.23,35.3,8.07,24.34,9.54,0.13,2.72,0.59,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Opal Reef (16-025)","16-025","Manta Tow",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC and particularly SC, COTS removal-2188",NA,20.9,16,-4.9,-35.8,35.8,4.9,5.82,24.7,17.63,26.72,0,0.27,1.8,0.6,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (21-187)","21-187","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"decline following bleaching",NA,62.5,34.9,-27.6,-35.6,35.6,27.6,7.25,31.4,13.45,25.76,0,0.47,1.72,0.56,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Boulder Reef (15-012)","15-012","Manta Tow",2025,2024,"2024","CL",9,"m",NA,"Aerial bl 4 2024 DHW 3.31",NA,32,20.8,-11.2,-35.5,35.5,11.2,2.99,60.6,9.58,26.8,7.11,0.25,1.98,0.77,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Myrmidon Reef (18-034)","18-034","LTMP Benthic",2003,2002,"1998/2002","TO",9,"b",NA,"bleaching scattered colonies on 6 transects.",NA,34.5,23.4,-11,-35.3,35.3,11,3.82,21.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Havannah Reef (18-065)","18-065","LTMP Benthic",2017,2016,"2016/2017","TO",9,"b",NA,NA,NA,3.4,6.1,2.7,-35.1,35.1,0,3.33,26.3,14.27,26.29,0,0.13,2.57,0.54,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Seaforth Reef (20-095)","20-095","MMP Inshore",2021,2021,NA,"WH",5,NA,NA,NA,NA,12.4,10.9,-1.5,-35,35,1.5,0,3.6,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b)","23-004b","MMP Inshore",2024,2024,"2024","CB",5,"b",NA,"bleaching still evident at time of surveys",NA,26.8,20,-6.9,-34.9,34.9,6.9,12.41,85.5,9.36,24.39,9.4,0.18,2.68,0.52,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Orpheus (Goolboddi) Island Reef (No 5) (18-049e)","18-049e","MMP Inshore",2024,2024,"2024","TO",2,"m",NA,"bleaching observed during targetted bleaching surveys",NA,43.3,28.7,-14.6,-34.8,34.8,14.6,5.37,91.7,14.27,26.43,6.36,0.2,2.29,0.67,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Seaforth Reef (20-095)","20-095","MMP Inshore",2023,2023,NA,"WH",5,NA,NA,NA,NA,10.7,9.8,-0.9,-34.6,34.6,0.9,0.14,3.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Myrmidon Reef (18-034)","18-034","Manta Tow",2025,2024,"2024","TO",9,"b",NA,"DHW 7.18",NA,46.5,29.5,-16.9,-34.5,34.5,16.9,8.73,15.6,21.92,27.14,6.3,0.41,1.55,0.64,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Feather Reef (17-034)","17-034","LTMP Benthic",2018,2017,"2016/2017","IN",9,"b",NA,"2015/16 and 2016/17 summer Bleaching.  Mass coral mortality in absence of large numbers of COTS",NA,49.9,27.8,-22,-34.3,34.3,22,8.91,28.5,14.2,27.27,0,0.25,1.76,0.71,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"East Cay Reef (21-305)","21-305","LTMP Benthic",2024,2024,"2024","SW",9,"b",NA,"DHW 7.67 mass loss of SC",NA,21.9,17.7,-4.2,-34.2,34.2,4.2,7.67,21.7,16.68,25.88,0,0.29,1.71,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-529)","21-529","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.19 2024",NA,64.9,41.1,-23.9,-34.1,34.1,23.9,7.19,38.6,14.79,25.67,0,0.37,1.78,0.54,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Stingaree Reefs (17-053)","17-053","MMP Inshore",2017,2017,"2016/2017","IN",2,"b",NA,NA,NA,16.2,11.2,-5,-34.1,34.1,5,7.39,39.8,14.27,26.99,0,0.21,2.16,0.7,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Feather Reef (17-034)","17-034","Manta Tow",2003,2002,"1998/2002","IN",9,NA,NA,NA,NA,8.7,7.7,-1,-34,34,1,1.07,42.8,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Turner Reef (21-562)","21-562","LTMP Benthic",2025,2024,"2024","SW",9,NA,NA,NA,NA,12.5,11.2,-1.3,-33.7,33.7,1.3,9.27,12.8,12.01,25.64,6,0.31,1.77,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"U/N Reef (20-348)","20-348","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"Aerial bl 3 2024 DHW 8.39 2024",NA,27.2,18.5,-8.7,-33.6,33.6,8.7,8.39,52.9,11.11,25.9,6.26,0.38,1.8,0.57,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","LTMP Benthic",2003,2002,"1998/2002","TO",9,"b",NA,"Bleaching, upto 3- on scuba search",NA,6,6.1,0.2,-33.5,33.5,0,2.28,40.1,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Pine Island Reef (20-061)","20-061","MMP Inshore",2018,2018,NA,"WH",5,NA,NA,NA,NA,18.3,15.1,-3.3,-33.2,33.2,3.3,0,8.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (21-060)","21-060","Manta Tow",2025,2024,"2024","PO",9,NA,NA,NA,NA,41.8,28.6,-13.2,-33.2,33.2,13.2,8.99,41.9,19.13,25.78,8.85,0.38,2.05,0.59,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Credlin Reefs (East) (20-287)","20-287","Manta Tow",2021,2020,"2020/2022","PO",9,NA,NA,NA,NA,13.1,14.3,1.2,-33.2,33.2,0,9.42,36,11.81,25.35,7.07,0.48,2.13,0.66,18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Seaforth Reef (20-095)","20-095","MMP Inshore",2024,2024,"2024","WH",2,NA,NA,NA,NA,8.8,8.6,-0.1,-33.2,33.2,0.1,9.47,5,14.27,25.5,8.16,0.37,2.46,0.65,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Creech Reef (North) (13-118a)","13-118a","Manta Tow",2017,2016,"2016/2017","PB",9,"b",NA,"Bleaching",NA,54.5,33.7,-20.9,-32.5,32.5,20.9,9.82,53.6,10.47,26.73,0,0.28,1.53,0.68,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2018,2018,NA,"IN",5,"b",NA,"highlevels of bleaching at time of previous survey",NA,15.8,12.9,-2.9,-32.4,32.4,2.9,0.23,1.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Green Island Reef (16-049)","16-049","LTMP Benthic",1999,1998,"1998/2002","CA",9,NA,NA,NA,NA,6,5.5,-0.6,-32.4,32.4,0.6,0.94,21.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (21-591)","21-591","LTMP Benthic",2018,2017,"2016/2017","PO",9,NA,NA,NA,NA,12.4,12.1,-0.2,-32.3,32.3,0.2,4.29,16.4,25.07,26.15,6.94,0.48,1.93,0.6,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Seaforth Reef (20-095)","20-095","MMP Inshore",2021,2021,NA,"WH",2,NA,NA,NA,NA,9.8,9.5,-0.2,-32.1,32.1,0.2,0,4.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rebe Reef (19-209)","19-209","Manta Tow",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching 2002",NA,29.1,21,-8.1,-31.7,31.7,8.1,1.75,22.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (21-550)","21-550","Manta Tow",2025,2024,"2024","SW",9,NA,NA,NA,NA,52.3,36.1,-16.2,-31.5,31.5,16.2,7.85,31.8,13.98,25.51,0,0.31,1.86,0.55,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Hyde Reef (19-207)","19-207","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"DHW",NA,17.8,16.3,-1.4,-31.2,31.2,1.4,1.92,22.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Chinaman Reef (22-102)","22-102","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"decline hc",NA,22.1,18.7,-3.4,-30.9,30.9,3.4,9.41,14.3,12.03,25.53,6.6,0.33,1.78,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"South Direction Reef (North) (14-147a)","14-147a","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 6.4 aerial bl 5",NA,23,17.9,-5.1,-30.8,30.8,5.1,6.4,68.6,13.65,27.09,8.93,0.31,1.7,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-558)","21-558","LTMP Benthic",2024,2024,"2024","SW",9,"b",NA,NA,NA,13.6,11,-2.6,-30.5,30.5,2.6,7.54,16.3,11.67,25.84,0,0.3,1.72,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Swinger Reef (15-030)","15-030","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 3.87",NA,41,26.8,-14.2,-30.4,30.4,14.2,3.87,62.9,16.3,26.97,7.03,0.23,1.8,0.76,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-139)","21-139","LTMP Benthic",2025,2024,"2024","SW",9,NA,NA,NA,NA,24,19.8,-4.2,-30.3,30.3,4.2,8.6,16.1,12.03,25.68,0,0.3,1.86,0.55,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Pandora Reef (18-051)","18-051","MMP Inshore",2018,2018,NA,"TO",5,NA,NA,NA,NA,8.5,8.5,0,-30.3,30.3,0,0,28.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pelorus (North Palm or Yanooa) Reef (18-048)","18-048","MMP Inshore",2021,2021,NA,"TO",5,NA,NA,NA,NA,11.1,10.4,-0.7,-30,30,0.7,0.66,4.1,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pelorus (North Palm or Yanooa) Reef (18-048)","18-048","MMP Inshore",2017,2017,"2016/2017","TO",5,"b",NA,NA,NA,12.5,11.5,-1.1,-29.9,29.9,1.1,9.28,27.2,14.27,26.88,0,0.22,2.16,0.66,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Fairfax Islands Reef (23-081)","23-081","LTMP Benthic",2025,2024,"2024","CB",9,"m",NA,"Aerial bl 4 2024 DHW 11.46 2024, moderate disease",NA,33.2,27.4,-5.9,-29.7,29.7,5.9,11.26,84.2,15.97,24.97,6.03,0.34,1.96,0.57,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Mackay Reefs (15-024)","15-024","LTMP Benthic",2025,2024,"2024","CL",9,"m","Jasper",NA,NA,24.2,18,-6.2,-29.5,29.5,6.2,4.58,11.1,20.78,27.09,6.62,0.25,1.69,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Langford-Bird Reef (20-019)","20-019","LTMP Benthic",2017,2016,"2016/2017","WH",9,NA,NA,NA,NA,24.6,22.1,-2.5,-29.2,29.2,2.5,3.3,10.4,11.93,25.84,7.02,0.25,2.38,0.75,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Hoskyn Islands Reef (23-080)","23-080","LTMP Benthic",2018,2017,"2016/2017","CB",9,NA,NA,NA,NA,20.2,23,2.8,-29.1,29.1,0,3.62,51.8,12.36,24.82,0,0.3,2.07,0.57,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (21-062)","21-062","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"Aerial bl 4 2024 DHW 8.21 2024",NA,34.5,27.1,-7.5,-29.1,29.1,7.5,8.21,54.3,14.66,25.85,6.52,0.35,1.91,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
